2017-01-01,3024,1054.08
2017-01-02,27473,1056.96
2017-01-09,21227,1054.62
2017-01-16,22214,1057.1
2017-01-23,23033,1058.6
2017-01-30,20633,1075.51
2017-02-06,24776,1075.43
2017-02-13,22605,1064.52
2017-02-20,24363,1065.51
2017-02-27,20716,1064.11
2017-03-06,18863,1055.51
2017-03-13,24423,1059.77
2017-03-20,21467,1063.27
2017-03-27,24568,1048.88
2017-04-03,24284,1056.58
2017-04-10,19447,1057.61
2017-04-17,21570,1063.55
2017-04-24,20291,1063.03
2017-05-01,19758,1067.09
2017-05-08,25293,1062.42
2017-05-15,20285,1069.77
2017-05-22,26749,1066.36
2017-05-29,41456,1060.39
2017-06-05,25890,1065.31
2017-06-12,23103,1092.62
2017-06-19,31207,1104.8
2017-06-26,26482,1106.69
2017-07-03,19089,1107.31
2017-07-10,31489,1116.2
2017-07-17,27481,1117.82
2017-07-24,24680,1108.1
2017-07-31,25590,1111.57
2017-08-07,31831,1119.39
2017-08-14,27949,1109.79
2017-08-21,497508,1101.61
2017-08-28,617255,1104.79
2017-09-04,329099,1114.04
2017-09-11,471566,1111.69
2017-09-18,262929,1103.5
2017-09-25,231938,1105.28
2017-10-02,227424,1123.0
2017-10-09,125147,1119.17
2017-10-16,142006,1122.99
2017-10-23,87927,1128.16
2017-10-30,70124,1110.78
2017-11-06,58653,1119.9
2017-11-13,59384,1117.49
2017-11-20,45892,1116.88
2017-11-27,51210,1103.89
2017-12-04,48346,1113.53
2017-12-11,40205,1117.65
2017-12-18,42021,1112.76
2017-12-25,35627,1109.46
