2016-01-01,6372,1178.01
2016-01-04,28387,1179.41
2016-01-11,33823,1196.36
2016-01-18,24239,1196.96
2016-01-25,23111,1190.38
2016-02-01,22081,1192.12
2016-02-08,27160,1185.58
2016-02-15,25076,1208.79
2016-02-22,30218,1220.5
2016-02-29,20863,1214.81
2016-03-07,26709,1195.29
2016-03-14,17408,1170.34
2016-03-21,19136,1152.7
2016-03-28,20690,1144.21
2016-04-04,22455,1143.89
2016-04-11,21785,1138.33
2016-04-18,22640,1128.86
2016-04-25,21948,1133.91
2016-05-02,21089,1132.01
2016-05-09,17927,1157.24
2016-05-16,26895,1170.36
2016-05-23,21784,1170.72
2016-05-30,40931,1177.61
2016-06-06,32270,1147.22
2016-06-13,23532,1160.26
2016-06-20,22624,1144.07
2016-06-27,21183,1154.84
2016-07-04,26251,1145.14
2016-07-11,26213,1133.48
2016-07-18,18733,1127.87
2016-07-25,13013,1121.16
2016-08-01,34507,1101.04
2016-08-08,4920,1093.28
2016-08-15,32900,1091.23
2016-08-22,44547,1109.08
2016-08-29,201462,1108.31
2016-09-05,50252,1088.51
2016-09-12,25413,1098.8
2016-09-19,23047,1102.41
2016-09-26,98945,1091.1
2016-10-03,701113,1100.22
2016-10-10,203184,1110.53
2016-10-17,62869,1118.07
2016-10-24,45152,1125.85
2016-10-31,32387,1134.15
2016-11-07,32702,1134.62
2016-11-14,28787,1159.04
2016-11-21,40358,1167.16
2016-11-28,27929,1158.42
2016-12-05,23040,1155.91
2016-12-12,25610,1161.34
2016-12-19,22214,1181.29
2016-12-26,16489,1193.77
