2011-01-01,6106,1113.34
2011-01-03,23961,1113.34
2011-01-10,25125,1108.53
2011-01-17,25305,1105.14
2011-01-24,26845,1105.5
2011-01-31,34298,1109.55
2011-02-07,27048,1097.66
2011-02-14,30728,1108.67
2011-02-21,28435,1112.39
2011-02-28,28021,1113.28
2011-03-07,45978,1106.23
2011-03-14,32031,1119.34
2011-03-21,31037,1111.68
2011-03-28,30497,1096.39
2011-04-04,35578,1076.45
2011-04-11,29639,1077.82
2011-04-18,28380,1074.85
2011-04-25,36253,1068.02
2011-05-02,27566,1063.19
2011-05-09,29264,1069.92
2011-05-16,34645,1077.86
2011-05-23,40986,1079.22
2011-05-30,51670,1067.5
2011-06-06,42558,1069.87
2011-06-13,35084,1074.15
2011-06-20,36844,1067.88
2011-06-27,32523,1066.36
2011-07-04,33075,1053.11
2011-07-11,34239,1050.33
2011-07-18,48072,1046.26
2011-07-25,45555,1042.36
2011-08-01,51164,1046.28
2011-08-08,37625,1070.22
2011-08-15,57113,1063.39
2011-08-22,1278855,1071.42
2011-08-29,351042,1059.36
2011-09-05,83174,1060.51
2011-09-12,77608,1091.51
2011-09-19,53952,1143.67
2011-09-26,47510,1168.62
2011-10-03,51846,1179.91
2011-10-10,52781,1154.64
2011-10-17,42846,1133.14
2011-10-24,74640,1115.58
2011-10-31,41082,1106.73
2011-11-07,45576,1109.97
2011-11-14,48657,1120.31
2011-11-21,39997,1137.77
2011-11-28,53691,1129.28
2011-12-05,57193,1120.07
2011-12-12,39873,1143.55
2011-12-19,34854,1147.14
2011-12-26,30105,1142.19
