2018-01-01,44785,1054.08
2018-01-08,41146,1056.96
2018-01-15,36424,1054.62
2018-01-22,33708,1057.1
2018-01-29,46140,1058.6
2018-02-05,30344,1075.51
2018-02-12,32736,1075.43
2018-02-19,30041,1064.52
2018-02-26,34345,1065.51
2018-03-05,32294,1064.11
2018-03-12,31777,1055.51
2018-03-19,35227,1059.77
2018-03-26,28082,1063.27
2018-04-02,35726,1048.88
2018-04-09,31713,1056.58
2018-04-16,32709,1057.61
2018-04-23,22806,1063.55
2018-04-30,29478,1063.03
2018-05-07,33316,1067.09
2018-05-14,28009,1062.42
2018-05-21,44598,1069.77
2018-05-28,81215,1066.36
2018-06-04,52460,1060.39
2018-06-11,39112,1065.31
2018-06-18,39053,1092.62
2018-06-25,26101,1104.8
2018-07-02,43230,1106.69
2018-07-09,46214,1107.31
2018-07-16,29995,1116.2
2018-07-23,32161,1117.82
2018-07-30,34539,1108.1
2018-08-06,44308,1111.57
2018-08-13,34156,1119.39
2018-08-20,123433,1109.79
2018-08-27,70772,1101.61
2018-09-03,114938,1104.79
2018-09-10,796151,1114.04
2018-09-17,121868,1111.69
2018-09-24,80927,1103.5
2018-10-01,64810,1105.28
2018-10-08,280560,1123.0
2018-10-15,68087,1119.17
2018-10-22,57744,1122.99
2018-10-29,46242,1128.16
2018-11-05,45221,1110.78
2018-11-12,48002,1119.9
2018-11-19,36252,1117.49
2018-11-26,34497,1116.88
2018-12-03,28899,1103.89
2018-12-10,27371,1113.53
2018-12-17,28443,1117.65
2018-12-24,27328,1112.76
2018-12-31,0,1109.46
