2009-01-01,417,1294.5
2009-01-05,1029,1300.03
2009-01-12,1133,1348.34
2009-01-19,1036,1360.26
2009-01-26,1285,1365.64
2009-02-02,1317,1371.11
2009-02-09,1551,1378.52
2009-02-16,1514,1441.6
2009-02-23,2240,1497.72
2009-03-02,2084,1555.59
2009-03-09,2092,1489.08
2009-03-16,2196,1402.24
2009-03-23,2613,1352.2
2009-03-30,2837,1351.95
2009-04-06,3506,1316.5
2009-04-13,3775,1315.67
2009-04-20,5064,1331.91
2009-04-27,6771,1326.72
2009-05-04,7045,1255.2
2009-05-11,9607,1233.74
2009-05-18,12367,1238.75
2009-05-25,11750,1247.56
2009-06-01,13385,1231.05
2009-06-08,8924,1240.29
2009-06-15,8953,1250.29
2009-06-22,11298,1267.3
2009-06-29,6643,1260.21
2009-07-06,8461,1261.31
2009-07-13,9740,1266.55
2009-07-20,8520,1238.53
2009-07-27,8960,1228.58
2009-08-03,12196,1209.57
2009-08-10,20673,1222.55
2009-08-17,62770,1236.39
2009-08-24,27319,1234.26
2009-08-31,21121,1235.45
2009-09-07,17997,1215.86
2009-09-14,11132,1202.93
2009-09-21,12262,1188.32
2009-09-28,12028,1173.08
2009-10-05,11028,1158.72
2009-10-12,13615,1153.47
2009-10-19,12230,1164.96
2009-10-26,9095,1178.24
2009-11-02,23511,1167.93
2009-11-09,31180,1147.39
2009-11-16,12198,1144.39
2009-11-23,10438,1145.91
2009-11-30,13576,1145.63
2009-12-07,13409,1147.81
2009-12-14,13013,1156.84
2009-12-21,10042,1169.91
2009-12-28,5917,1158.55
