2015-01-01,19772,1091.01
2015-01-05,34552,1089.3
2015-01-12,27857,1069.76
2015-01-19,30800,1074.43
2015-01-26,35557,1074.01
2015-02-02,32053,1082.33
2015-02-09,28889,1087.9
2015-02-16,31232,1087.37
2015-02-23,32254,1092.76
2015-03-02,25058,1090.65
2015-03-09,30531,1109.77
2015-03-16,31160,1113.81
2015-03-23,33412,1096.07
2015-03-30,27726,1091.48
2015-04-06,29495,1081.5
2015-04-13,28917,1081.28
2015-04-20,27124,1071.38
2015-04-27,29197,1060.47
2015-05-04,29432,1073.61
2015-05-11,23459,1081.56
2015-05-18,30430,1080.99
2015-05-25,42883,1093.78
2015-06-01,55771,1100.75
2015-06-08,35307,1106.03
2015-06-15,40067,1101.64
2015-06-22,34775,1095.7
2015-06-29,31227,1109.85
2015-07-06,26265,1120.68
2015-07-13,31703,1129.32
2015-07-20,27184,1145.34
2015-07-27,27847,1155.2
2015-08-03,31068,1156.34
2015-08-10,30639,1158.92
2015-08-17,55910,1172.88
2015-08-24,115932,1177.59
2015-08-31,64153,1172.16
2015-09-07,34744,1184.76
2015-09-14,27641,1164.06
2015-09-21,27882,1172.64
2015-09-28,245001,1171.9
2015-10-05,48419,1153.58
2015-10-12,29896,1130.72
2015-10-19,208443,1122.21
2015-10-26,50834,1125.06
2015-11-02,31035,1124.59
2015-11-09,35132,1143.59
2015-11-16,29745,1156.24
2015-11-23,30262,1139.16
2015-11-30,29559,1148.07
2015-12-07,22559,1163.45
2015-12-14,24159,1169.77
2015-12-21,21413,1163.13
2015-12-28,13103,1156.94
